-4.995 	500 	7.93033e-12 	1.5e+07
-4.985 	500 	7.3203e-12 	1.5e+07
-4.975 	500 	1.22005e-12 	1.5e+07
-4.965 	500 	1.83008e-12 	1.5e+07
-4.955 	500 	5.49023e-12 	1.5e+07
-4.945 	500 	4.8802e-12 	1.5e+07
-4.935 	500 	2.08452e-24 	1.5e+07
-4.925 	500 	2.0852e-24 	1.5e+07
-4.915 	500 	4.8802e-12 	1.5e+07
-4.905 	500 	5.49023e-12 	1.5e+07
-4.895 	500 	1.83006e-11 	1.5e+07
-4.885 	500 	1.34203e-11 	1.5e+07
-4.875 	500 	6.10025e-13 	1.5e+07
-4.865 	500 	4.51463e-24 	1.5e+07
-4.855 	500 	8.44477e-72 	1.5e+07
-4.845 	500 	3.8216e-24 	1.5e+07
-4.835 	500 	1.83008e-12 	1.5e+07
-4.825 	500 	2.4401e-12 	1.5e+07
-4.815 	500 	2.50572e-23 	1.5e+07
-4.805 	500 	1.09803e-11 	1.5e+07
-4.795 	500 	8.54016e-12 	1.5e+07
-4.785 	500 	4.8802e-12 	1.5e+07
-4.775 	500 	5.49023e-12 	1.5e+07
-4.765 	500 	7.93033e-12 	1.5e+07
-4.755 	500 	1.22005e-12 	1.5e+07
-4.745 	500 	4.16904e-24 	1.5e+07
-4.735 	500 	1.11596e-70 	1.5e+07
-4.725 	500 	7.3203e-12 	1.5e+07
-4.715 	500 	4.51105e-34 	1.5e+07
-4.705 	500 	6.10024e-12 	1.5e+07
-4.695 	500 	4.51753e-24 	1.5e+07
-4.685 	500 	3.34656e-11 	1.5e+07
-4.675 	500 	3.04156e-11 	1.5e+07
-4.665 	500 	3.66015e-12 	1.5e+07
-4.655 	500 	3.05013e-12 	1.5e+07
-4.645 	500 	4.51618e-24 	1.5e+07
-4.635 	500 	6.10025e-12 	1.5e+07
-4.625 	500 	7.93033e-12 	1.5e+07
-4.615 	500 	2.71122e-18 	1.5e+07
-4.605 	500 	3.52459e-17 	1.5e+07
-4.595 	500 	4.10095e-35 	1.5e+07
-4.585 	500 	7.93033e-12 	1.5e+07
-4.575 	500 	6.10025e-12 	1.5e+07
-4.565 	500 	1.38968e-24 	1.5e+07
-4.555 	500 	2.77818e-24 	1.5e+07
-4.545 	500 	1.64705e-11 	1.5e+07
-4.535 	500 	1.15903e-11 	1.5e+07
-4.525 	500 	2.16898e-17 	1.5e+07
-4.515 	500 	7.93033e-12 	1.5e+07
-4.505 	500 	1.83008e-12 	1.5e+07
-4.495 	500 	3.8272e-24 	1.5e+07
-4.485 	500 	7.96041e-111 	1.5e+07
-4.475 	500 	1.14053e-79 	1.5e+07
-4.465 	500 	4.16908e-24 	1.5e+07
-4.455 	500 	1.22005e-12 	1.5e+07
-4.445 	500 	1.83008e-12 	1.5e+07
-4.435 	500 	1.64039e-34 	1.5e+07
-4.425 	500 	4.8802e-12 	1.5e+07
-4.415 	500 	4.27018e-12 	1.5e+07
-4.405 	500 	2.43112e-24 	1.5e+07
-4.395 	500 	1.73709e-24 	1.5e+07
-4.385 	500 	5.49023e-12 	1.5e+07
-4.375 	500 	6.10025e-12 	1.5e+07
-4.365 	500 	1.22005e-12 	1.5e+07
-4.355 	500 	0 	1.5e+07
-4.345 	500 	0 	1.5e+07
-4.335 	500 	6.10025e-13 	1.5e+07
-4.325 	500 	1.22005e-12 	1.5e+07
-4.315 	500 	2.01306e-11 	1.5e+07
-4.305 	500 	1.89105e-11 	1.5e+07
-4.295 	500 	3.05013e-12 	1.5e+07
-4.285 	500 	4.27018e-12 	1.5e+07
-4.275 	500 	1.64704e-11 	1.5e+07
-4.265 	500 	9.76018e-12 	1.5e+07
-4.255 	500 	1.28104e-11 	1.5e+07
-4.245 	500 	1.15903e-11 	1.5e+07
-4.235 	500 	7.93033e-12 	1.5e+07
-4.225 	500 	6.10056e-13 	1.5e+07
-4.215 	500 	7.21936e-27 	1.5e+07
-4.205 	500 	6.10025e-13 	1.5e+07
-4.195 	500 	7.93033e-12 	1.5e+07
-4.185 	500 	0 	1.5e+07
-4.175 	500 	5.49023e-12 	1.5e+07
-4.165 	500 	3.05013e-12 	1.5e+07
-4.155 	500 	0 	1.5e+07
-4.145 	500 	4.27018e-12 	1.5e+07
-4.135 	500 	1.76905e-11 	1.5e+07
-4.125 	500 	1.89105e-11 	1.5e+07
-4.115 	500 	3.47522e-24 	1.5e+07
-4.105 	500 	6.94657e-25 	1.5e+07
-4.095 	500 	7.3203e-12 	1.5e+07
-4.085 	500 	7.93033e-12 	1.5e+07
-4.075 	500 	6.10025e-13 	1.5e+07
-4.065 	500 	0 	1.5e+07
-4.055 	500 	1.38985e-23 	1.5e+07
-4.045 	500 	1.03703e-11 	1.5e+07
-4.035 	500 	1.40304e-11 	1.5e+07
-4.025 	500 	4.51847e-24 	1.5e+07
-4.015 	500 	4.27018e-12 	1.5e+07
-4.005 	500 	4.8802e-12 	1.5e+07
-3.995 	500 	1.64039e-34 	1.5e+07
-3.985 	500 	6.10017e-12 	1.5e+07
-3.975 	500 	6.71019e-12 	1.5e+07
-3.965 	500 	6.10025e-13 	1.5e+07
-3.955 	500 	1.76089e-27 	1.5e+07
-3.945 	500 	7.93033e-12 	1.5e+07
-3.935 	500 	6.71028e-12 	1.5e+07
-3.925 	500 	1.40303e-11 	1.5e+07
-3.915 	500 	1.03702e-11 	1.5e+07
-3.905 	500 	3.05013e-12 	1.5e+07
-3.895 	500 	7.32032e-12 	1.5e+07
-3.885 	500 	4.27018e-12 	1.5e+07
-3.875 	500 	3.05013e-12 	1.5e+07
-3.865 	500 	2.4401e-12 	1.5e+07
-3.855 	500 	1.04195e-24 	1.5e+07
-3.845 	500 	6.71028e-12 	1.5e+07
-3.835 	500 	7.3203e-12 	1.5e+07
-3.825 	500 	4.07183e-23 	1.5e+07
-3.815 	500 	1.83015e-12 	1.5e+07
